Category,SubCategory,Name,Price,SKU,Weight,Options,Description,ImageUrls,ImageNames,Url
Boots,Station Boots,HAIX Airpower XR1 PRO Dual Certified Wildland Boots,$330.00,XR1PRO,7.00 LBS,"*Size: 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 14, 15, 16, M, W,","HAIX Airpower XR1 PRO Dual Certified Wildland BootsWe have made some upgrades to the original version of this popular boot so that Airpower XR1 Pro is triple NFPA certified!Developed with first responders in mind, these wildland, EMS, and USAR boots can take you to the front line and back with the comfort you need when logging long hours on your feet. A multi-purpose leather boot that is NFPA certified, you have the convenience of three boots in one. Wear it in the station, on EMS calls, to wildland brush fires, and Urban Search and Rescue deployments.Anatomically constructed and built with a lightweight composite toe, HAIX® Airpower XR1 Pro boots give your feet plenty of room to move around while protecting them from toe impact and compression because there is nothing worse than a protective toe that pinches or restricts your movement. The added profiled rubber toe bumper keeps the toe area protected from cuts, scrapes and abrasions that could damage the leather.Built in Arch SupportThe HAIX® Airpower XR1 Pro's built-in arch support provides much needed support to the arch, which takes the brunt of the pressure when standing. Proper support of the arch helps to prevent foot pain when on your feet all day and possible foot problems later on. And the newly design ladder shank on the inside offers the maximum amount of support to the sensitive arch area when on ladder rungs. And with the laced in zipper system, any firefighter can adjust the lacing for a more personal fit while enjoying the benefits of a quick in and out boot. Because on the job, seconds matter. Waterproof and Sun Reflect technologyThe HAIX® Airpower XR1 Pro is both waterproof and breathable with the added benefit of chemical and bloodborne pathogen protection. Working in tandem with the HAIX® climate system, your feet will stay dry, comfortable, and protected, thanks to these leather rescue and wildland boots – even in times of extended exposure to water. The upper material of these European leather EMS and USAR boots uses Sun Reflect technology, which reduces the solar heating effect and keeps feet cooler by reflecting the sun’s rays. Slip Resistant Soles and Quick Drying InsolesThe soles of the HAIX® Airpower XR1 Pro are extremely slip resistant which offers an effective grip when exposed to water and oil. So even when you’re on a rescue and you need to move fast, these leather rescue boots will be able to keep you on your feet. The cushioned insole offers the ultimate in comfort, especially when combined with the built-in arch support.The insoles are anatomically formed to deliver a perfect fit and are made to provide excellent moisture absorption and as well as quick drying qualities. When your insoles get completely dirty after long days on duty, all you need to do is throw then in the wash, air dry, and they’ll be ready the next day’s work.Secura Liner® and CROSSTECH® Protected.Secura Liner® guarantees that your HAIX EMS rescue boot’s liner will never pull out or wrinkle over time. The CROSSTECH® liner also ensures that the gear is comfortable and safe against blood, chemicals, and body fluids.Engineered in GermanyEMS Boots Tri-Certified for EMS, Wildland, and USARSecura Liner® – will never wrinkle up or pull out over timeCROSSTECH® inner liner, waterproof, breathable, bacteria, chemical, and bloodborne pathogen resistantHAIX® Sun Reflect leather keeps feet cooler in direct sunlightHAIX® Arch Support System supports your foot in its natural, ideal positionHAIX® Climate System for temperature balanceHAIX® Lacing System offers the entry and exit of a zipper boot with the personal fit of a lace up bootCarbon protective toe cap and exterior rubber toe capPuncture protection soleOil Resistant BootsHeat resistant rubber soleASTM certified for electrical hazard resistance (EH Rated)ype a description for this product here...","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/938/1906/XR1_Pro_A__13975.1643227473.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/938/1907/XR1PRO_b__10073.1643227477.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/938/1908/XR1_PRO_c__39739.1643227479.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/938/1909/XR1_PRO_d__59938.1643227481.jpg?c=2, ","86bdd379-d76d-4108-95d4-77bbb3a959ab.png, 6851eade-c218-4193-966c-9ef07cf0e32f.png, cc041561-eae5-4f7d-93fa-d6f205efa74b.png, 62a0ada8-77e2-4894-8167-050af396304c.png, ",https://www.fire-etc.com/haix-airpower-xr1-pro-dual-certified-wildland-boots/
Boots,Station Boots,Pro Warrington Replacement Zippers for Station Boot Model 3003 (pair) 9 or 10 Hole,$52.00,PROZIP,1.00 LBS,"*Size: 9 Hole, 10 Hole,",Pro Warrington Replacement Zippers for Station Boot Model 3003 (pair) 9 or 10 HoleReplacement Zippers for the Pro Warrington Station Boot Model 3003.Price is for one pair9 Hole Zipper fits up to size 9.510 Hole Zipper fits size 10 and UP(THE 6 HOLE ZIPPERS ARE DISCONTINUED),"https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/541/1424/Pro-Warrington-Replacement-Zippers-for-Station-Boot-Model-3003-pair-9-or-10-Hole__30946.1474915444.jpg?c=2, ","6bd342ba-e360-4fa5-bff9-ed71a2bc1c8a.png, ",https://www.fire-etc.com/prowarringtonstationboot3003replacementzipperspair/
Boots,Station Boots,Pro Warrington 3003 8 inch Black Station Boot,$385.00,3003,8.00 LBS,"*Size: 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 14, D, E, EEE,","Pro Warrington 3003 8 inch Black Station BootPro Warrington model 3003 is an extremely lightweight, comfortable 8"" Station/Duty Boot with many of the exclusive design and performance feature of its NFPA counterpart. Features like the oblique toe, genuine side slope seam configuration, Cambrelle lining and stitched-down sole, coupled with Military AB leather to create a boot that is the most water resistant available in the fire service. Its unique all leather design makes the Pro Warrington 3003 the perfect station/duty boot. PLEASE NOTE THESE BOOTS ARE NOT ALWAYS IN STOCK. IF ON HAND, WE WILL SHIP IMMEDIATELY. HOWEVER, DUE TO MANUFACTURER DELAYS DELIVERY TIME CAN RUN UP TO 8 WEEKS. PLEASE CALL TO VERIFY STOCK. THIS PRICE WILL ONLY BE HONORED ONLINENFPA 19778"" All Leather Station/Duty BootMilitary AB Water Resistant LeatherOblique Shaped Safety Toe CapCambrelle LinerComfort CollarDual Function Closure SystemThermoplastic Backpart Molded Heel CounterFull Wrap-around Goodyear WeltShankPuncture Resistant Steel Bottom PlateVibram Lug SoleMade in the USAREFUND POLICY: ALL BOOTS MUST BE IN NEW CONDITION AND NOT WORN OUTSIDE OR ON DUTY AND HAVE THE ORIGINAL PACKAGING. IF THERE IS A MANUFACTURER DEFECT IN QUESTION PLEASE CALL OR EMAIL US IMMEDIATELY TO DISCUSS.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/77/1825/3003_boot__18152.1597683928.png?c=2, ","03b92fef-e2b8-4542-9fd6-1c6fac5f400e.png, ",https://www.fire-etc.com/pro-warrington-8-inch-black-station-boot-3003/
Boots,Station Boots,"Ironlace 72"" Black Boot Laces",$14.99,21244,1.00 LBS,,"Ironlace 72"" Black Boot LacesThe Ironlace™ Boot Lace is made tough to withstand the toughest environments on earth. We currently have customers in virtually every profession. Police, Firefighters, EMT, Ironworkers, Welders, Hikers, construction workers, machine operators, oil miners, tree fallers, millwrights, and marines. If your job is demanding, the Ironlace is made for you. Whether it’s first thing in the morning or halfway through your day we have all been there, a broken pair of  laces turns a good day bad. It is not only an inconvenience it can also be a safety hazard on the work site or cost you precious moments in the game. Here at Lacetech Industries ltd. we have created the ultimate lace, Ironlace™ and Ironlace™ Sport. Our mission is to solve the ongoing problem of broken laces in the work force and on the field. We understand the daily stresses and demanding environments laces must endure. Ironlace™ is guaranteed to stay the course for life. We are also proud to say that our laces are manufactured in the United States providing jobs and stability in our communities. One set of Ironlace’s will hold a staggering 1600lb of tension. We have done years of research and development, resulting in a lace that is virtually chemical proof, UV ray resistant, water proof, abrasion resistant, and heat resistant up to 630F (330C). Our laces have been tested to over 1,000,000 cycles without fail. No other lace can make this claim!","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/783/1315/ironlace_packagejpg__96949.1426783794.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/783/1316/ironlace_work_boot_laces__40924.1426783796.jpg?c=2, ","d539abb8-2331-479a-820e-a14ae707cea9.png, f95476fd-d4be-4a79-a61c-a43fddd7c6f0.png, ",https://www.fire-etc.com/ironlace-72-black-boot-laces/
Boots,Station Boots,Redback Beeswax Leather Preserve,$15.00,31541,1.00 LBS,,"Redback Beeswax Leather PreserveFor preserving the long life of your Redback boots. An easy to apply beeswax based preservative. Protects and removes nicks and scratches, helps to keep leather soft, supple and water repellent.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/776/1288/Redback_Beeswax__84245.1413478350.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/776/1289/Redback_Beeswax_2__53313.1413478362.jpg?c=2, ","4abcae0e-8495-40c2-9b19-a7025ba974e6.png, cd2111d4-ff61-4dff-9e35-c93d38a7656c.png, ",https://www.fire-etc.com/redback-beeswax-leather-preserve/
Boots,Station Boots,RedBack Boot Toe Cap Saver (per pair),$15.00,10831,1.00 LBS,,"RedBack Boot Toe Cap Saver (per pair)Redback Boot toe cap saver. A permanent solution to the premature wear of safety footwear. An economical solution, easy to apply and will not mark floors.per pair","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/564/832/redbackbootcap_full__31157.1378848754.jpg?c=2, ","33b2c37d-dbd9-44f0-a819-f4abc1ec5591.png, ",https://www.fire-etc.com/redbackbootcapsaver/
Boots,Structure Boots,Pro Warrington5007 Structure Boot,$595.00,5007,9.00 LBS,"*Size: 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 14, 15, 16, D, E, EEE,","Pro Warrington5007 Structure BootTechnology and comfort optimized in a new hard-working, sleek-looking, performance-driven boot. Engineered for comfort, safety, and control, this full-height boot is simply unrivaled in stability and durability.PART OF THE HONEYWELL PRO SERIESFeatures and Benefits:The combination of all-leather vamp and Advance™ Kevlar®/ Nomex® ripstop fabric shaft supplies lightweight comfort and breathability.The 7.5 oz Kevlar® brand fiber thermal lining protects from punctures and delivers thermal stability to the leg and foot.The PRO Series 5007 is made to keep on going, supporting and protecting.14″ Leather/Fabric Pull-onStructural BootMade in the U.S.A.Width: D, E, EEE Full and half sizes 5 to 16Certification:NFPA 1971 - Structural FF NFPA 1992 - Liquid Splash","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/946/1977/W-5007_media-01__92843.1664826680.png?c=2, ","ad9f15c0-3faf-4103-a66a-564c52e06cf3.png, ",https://www.fire-etc.com/pro-warrington-5007-structure-boot/
Boots,Structure Boots,fire dex fdxl200 leather structure boots,$426.00,FDXL200,8.00 LBS,"*Size: 7M, 8M, 8W, 8.5W, 9M, 9W, 9XW, 9.5M, 9.5W, 9.5XW, 10M, 10W, 10XW, 10.5M, 10.5W, 10.5XW, 11M, 11W, 11XW, 11.5M, 11.5W, 11.5XW, 12M, 12W, 12XW, 13M, 13W, 13XW, 14M,","fire dex fdxl200 leather structure bootsBuilt to keep you energized during long 24 hour days, the FDXL200 Fire Boot out performs standards with a combination of technologies and materials that make it the best choice for slip resistance, flame resistance, liquid and bacterial protection, comfort and durability.Certified to NFPA 1971 & 1992.Get more flex out of the FDXL200 Red Leather Structural Firefighting Boot.This boot will have you feeling light on your toes, but strong on your feet with flexibility that's reminiscent of your running shoes.Built with quality materials as Vibram, Kevlar, Flame Stop and CROSSTECH the FDXL200 has been certified to guard you from more than fire by offering a barrier against hazardous liquid splashes too! PLEASE NOTE THESE BOOTS ARE NOT ALWAYS IN STOCK. IF ON HAND, WE WILL SHIP IMMEDIATELY. HOWEVER, DUE TO MANUFACTURER DELAYS DELIVERY TIME CAN RUN UP TO 3 WEEKS. PLEASE CALL TO VERIFY STOCK.REFUND POLICY: ALL BOOTS MUST BE IN NEW CONDITION AND NOT WORN OUTSIDE OR ON DUTY AND HAVE THE ORIGINAL PACKAGING. IF THERE IS A MANUFACTURER DEFECT IN QUESTION PLEASE CALL OR EMAIL US IMMEDIATELY TO DISCUSS.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/915/1808/fdxl200a__91550.1581535468.png?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/915/1809/fdxl200b__44625.1581535468.png?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/915/1810/fdxl200c__96921.1581535468.png?c=2, ","5fb29a37-265f-4e4d-bacc-0b83d47bcbc1.png, 030a0046-cb7a-4694-88a9-553cddda6440.png, 069b5ae6-1b41-4889-8e64-5dd2ddefe08c.png, ",https://www.fire-etc.com/fire-dex-fdxl200-leather-structure-boots/
Boots,Structure Boots,Redback Beeswax Leather Preserve,$15.00,31541,1.00 LBS,,"Redback Beeswax Leather PreserveFor preserving the long life of your Redback boots. An easy to apply beeswax based preservative. Protects and removes nicks and scratches, helps to keep leather soft, supple and water repellent.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/776/1288/Redback_Beeswax__84245.1413478350.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/776/1289/Redback_Beeswax_2__53313.1413478362.jpg?c=2, ","21621135-9c3c-4ea0-b794-2bbda07ad874.png, ae44ae64-47ac-4131-a1f4-d510a3766737.png, ",https://www.fire-etc.com/redback-beeswax-leather-preserve/
Boots,Wildland Boots,Whites 10 Inch Wildland Firefighting Boot Hathorn Explorer Line Scout Plain Toe Logger,$390.00,H7806,8.00 LBS,"*Size: 6, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5, 14, 14.5, 15, D, EE,","Whites 10 Inch Wildland Firefighting Boot Hathorn Explorer Line Scout Plain Toe LoggerIMPORTANT: THESE BOOTS RUN A HALF SIZE LARGE. IF YOU NORMALLY WEAR A SIZE 10, WE RECOMMEND YOU ORDER A SIZE 9.5 PLEASE NOTE THESE BOOTS ARE NOT ALWAYS IN STOCK. IF ON HAND, WE WILL SHIP IMMEDIATELY. HOWEVER, DUE TO MANUFACTURER DELAYS DELIVERY TIME CAN RUN UP TO 8 WEEKS. IF YOU NEED THESE BOOTS IMMEDIATELY PLEASE CALL TO VERIFY STOCK.White's Hathorn Explorer is a 10 Inch Wildland Firefighting Boot. Over the river and through the woods, these boots keep on working. Hathorn's Plain-Toe Loggers are hard working boots at a hard to believe price. Life or death. White's Smoke Jumpers have often made the difference. Firefighters and smokejumpers have long depended on White's Smoke Jumper boots to get them through the toughest conditions. Now available in a lace-to-toe design for firm ankle support and adjustment, plus a deep-tread Vibram® outsole for excellent traction. Hathorn Explorer by White's.Hand lasted and bottomed at the White's Boot factoryImported 5.5 - 6.5 oz. 10"" leather uppers9 Iron leather insole for added strengthMachined leather welt construction for strength and ease of repairLeather shank for proven durability9 Iron Vibram® rubber midsole for light weightRobus heel base for light weightIn accordance with NFPA 1977-2005. Meets or exceeds requirements of NFPA 1977, Standard on Protective Clothing and Equipment for Wildland Fire Fighting, 2005 EditionREFUND POLICY: ALL BOOTS MUST BE IN NEW CONDITION AND NOT WORN OUTSIDE OR ON DUTY AND HAVE THE ORIGINAL PACKAGING. IF THERE IS A MANUFACTURER DEFECT IN QUESTION PLEASE CALL OR EMAIL US IMMEDIATELY TO DISCUSS.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/76/1416/Whites-10-Inch-Wildland-Firefighting-Boot-Hathorn-Explorer-Plain-Toe-Logger__18916.1474914256.jpg?c=2, ","32f0ad85-4640-4bba-b10c-d5319e201534.png, ",https://www.fire-etc.com/whites-10-inch-wildland-firefighting-boot-hathorn-explorer-line-scout-plain-toe-logger/
Boots,Wildland Boots,Whites 10 Inch Wildland Firefighting Boot Original Smoke Jumper,$675.00,400V,8.00 LBS,"*Size: 5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5, 14, 15, D, E, EE,","Whites 10 Inch Wildland Firefighting Boot Original Smoke JumperIMPORTANT: THESE BOOTS RUN A HALF SIZE LARGE. IF YOU NORMALLY WEAR A SIZE 10, WE RECOMMEND YOU ORDER A SIZE 9.5PLEASE NOTE THESE BOOTS ARE NOT ALWAYS IN STOCK. IF ON HAND, WE WILL SHIP IMMEDIATELY. HOWEVER, DUE TO MANUFACTURER DELAYS DELIVERY TIME CAN RUN UP TO 8 WEEKS. PLEASE CALL TO VERIFY STOCK.White's Original Smoke Jumper is a 10 Inch Wildland Firefighting Boot. These Wildland Fire Boots have set the standard in the forest industry. It's been imitated by virtually every boot manufacturer in the world. But when it comes to the quality of materials and care in craftsmanship, there is absolutely no comparison. to Whites Boots. Its unsurpassed heritage has spread from wildland fire fighters to hunters, construction workers to truckers, and others who live in their boots and expect the very best. Hand-sewn, stitch-down construction provides the flexibility and comfort that cannot be achieved any other way. If you want the original boot that aced the test of time, this one's for you. PLEASE NOTE THESE BOOTS ARE NOT ALWAYS IN STOCK. IF ON HAND, WE WILL SHIP IMMEDIATELY. HOWEVER, DUE TO MANUFACTURER DELAYS DELIVERY TIME CAN RUN UP TO 8 WEEKS. PLEASE CALL TO VERIFY STOCK.Black premium full-grain, oil-tanned, water resistant leatherFour rows of lock stitching for rock-solid durabilityCompletely rebuildable for years of extended life and valueIn accordance with NFPA 1977-2005 (10"" only). Meets or exceeds requirements of NFPA 1977, Standard on Protective Clothing and Equipment for Wildland Fire Fighting, 2005 EditionREFUND POLICY: ALL BOOTS MUST BE IN NEW CONDITION AND NOT WORN OUTSIDE OR ON DUTY AND HAVE THE ORIGINAL PACKAGING. IF THERE IS A MANUFACTURER DEFECT IN QUESTION PLEASE CALL OR EMAIL US IMMEDIATELY TO DISCUSS.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/570/1415/Whites-10-Inch-Wildland-Firefighting-Boot-Original-Smoke-Jumper__76259.1474914146.jpg?c=2, ","df748d47-8f2b-4b5c-8403-d3b3c908ae1b.png, ",https://www.fire-etc.com/whites-10-inch-wildland-firefighting-boot-original-smoke-jumper-400V/
